Match_ID,Season,Team 1,Team 2,Winner,Venue
481,2022,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali"
482,2008,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur"
483,2008,Chennai Super Kings,Gujarat Titans,Gujarat Titans,"Wankhede Stadium, Mumbai"
484,2024,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,"Wankhede Stadium, Mumbai"
485,2024,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru"
486,2024,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,"Ekana Cricket Stadium, Lucknow"
487,2010,Rajasthan Royals,Delhi Capitals,Delhi Capitals,"Arun Jaitley Stadium, Delhi"
488,2015,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow"
489,2010,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai"
490,2023,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali"
491,2023,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru"
492,2009,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali"
493,2009,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad"
494,2018,Mumbai Indians,Rajasthan Royals,Mumbai Indians,"Eden Gardens, Kolkata"
495,2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,"Arun Jaitley Stadium, Delhi"
496,2020,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow"
497,2010,Gujarat Titans,Delhi Capitals,Delhi Capitals,"Eden Gardens, Kolkata"
498,2021,Gujarat Titans,Delhi Capitals,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru"
499,2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,"Ekana Cricket Stadium, Lucknow"
500,2023,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur"
